Producer,Battery,Battery.1,SDate,VP,Sulf,S.Temp,A.Temp,Dens,Temp.Mean,Temp.Roll,Est,Weyb,Oxbow,YGN,Melita,Kipl,Type.Num,CrudeType,VolumeM3
SECUR ,08-28-005-33W1, SALES,3/13/2017,90.6,1.126,3.5,-18,839.7,-18.88,-17.709,-23.4,-16.7,0,-16.5,-20,-17.8,1,Crude,106074.85
CRESC,05-14-003-01W2,,3/14/2017,90.19,0.885,10.8,-8,823.5,-9.916666667,-17.2876,-11.8,-9,-11.3,-7.5,-9.6,-10.3,1,Crude,2628.26
CRESC,13-13-007-02W2,,3/14/2017,79.5,1.243,30.3,-8,842.9,-9.916666667,-17.2876,-11.8,-9,-11.3,-7.5,-9.6,-10.3,1,Crude,4661.34
CRESC,02-13-006-06W2,,3/14/2017,90.05,1.382,13.4,-8,845.1,-9.916666667,-17.2876,-11.8,-9,-11.3,-7.5,-9.6,-10.3,1,Crude,1407.96
CRESC,07-07-006-15W2,,3/14/2017,69.6,2.607,17.1,-8,873,-9.916666667,-17.2876,-11.8,-9,-11.3,-7.5,-9.6,-10.3,1,Crude,6292.73
CRESC,04-08-008-08W2,,3/15/2017,99.33,0.446,1.8,-1,818.05,-4.15,-15.8114,-8.5,-2.6,-5.3,-1.7,-4.3,-2.5,1,Crude,132627.41
CRESC,14-27-001-13W2,,3/15/2017,90.35,0.73,25.7,-1,827,-4.15,-15.8114,-8.5,-2.6,-5.3,-1.7,-4.3,-2.5,1,Crude,21566.57
RDGBK,09-26-007-09W2,,3/15/2017,97.51,1.338,7.3,-1,842.6,-4.15,-15.8114,-8.5,-2.6,-5.3,-1.7,-4.3,-2.5,1,Crude,1068.25
SECUR ,08-28-005-33W1, REV,3/16/2017,70.91,1.077,8,1,845.9,0.783333333,-12.859,-3.2,2.9,-0.8,4,-0.5,2.3,1,Crude,106074.85
SECUR ,08-28-005-33W1, SALES,3/16/2017,85.29,1.11,7.1,1,840.9,0.783333333,-12.859,-3.2,2.9,-0.8,4,-0.5,2.3,1,Crude,106074.85
CRESC,15-26-007-04W2,,3/17/2017,62.4,1.405,6.7,-1,849.9,-2.2,-10.059,-5.6,-1.3,-0.8,0.2,-3.4,-2.3,1,Crude,290.432
CRESC,15-21-008-03W2,,3/17/2017,74.1,1.551,5.5,-1,850.3,-2.2,-10.059,-5.6,-1.3,-0.8,0.2,-3.4,-2.3,1,Crude,167.658
CRESC,04-08-008-08W2,,3/20/2017,93,0.341,6.9,-1,810.3,-3.533333333,-2.7071,-8.8,-2.4,-2,-2.1,-3.9,-2,1,Crude,132627.41
CRESC,09-13-007-11W2,,3/20/2017,89.6,0.4116,17.5,-1,812.4,-3.533333333,-2.7071,-8.8,-2.4,-2,-2.1,-3.9,-2,1,Crude,23623.54
CRESC,13-30-007-10W2,,3/20/2017,87.1,0.564,13,-1,817.6,-3.533333333,-2.7071,-8.8,-2.4,-2,-2.1,-3.9,-2,1,Crude,10867.9
CRESC,11-15-007-09W2,,3/20/2017,93.5,0.634,5.6,-1,815.5,-3.533333333,-2.7071,-8.8,-2.4,-2,-2.1,-3.9,-2,1,Crude,6514.04
CRESC,13-13-007-02W2,,3/20/2017,73,1.323,32.2,-1,846.2,-3.533333333,-2.7071,-8.8,-2.4,-2,-2.1,-3.9,-2,1,Crude,4661.34
SECUR ,08-28-005-33W1, REV,3/20/2017,76.8,1.122,3.5,-1,844.5,-3.533333333,-2.7071,-8.8,-2.4,-2,-2.1,-3.9,-2,1,Crude,106074.85
SECUR ,08-28-005-33W1, SALES,3/20/2017,93.9,0.997,6.4,-1,830.6,-3.533333333,-2.7071,-8.8,-2.4,-2,-2.1,-3.9,-2,1,Crude,106074.85
CRESC,14-13-001-05W2,,3/21/2017,77.7,0.567,4,-11,823.6,-10.43333333,-2.781,-13,-8.2,-11.8,-6.8,-12.8,-10,1,Crude,20568.14
CRESC,05-14-003-01W2,,3/21/2017,88.2,0.904,13,-11,824.9,-10.43333333,-2.781,-13,-8.2,-11.8,-6.8,-12.8,-10,1,Crude,2628.26
CRESC,01-21-001-14W2,,3/22/2017,82.4,0.183,11,2,802.8,-4.76,-2.8681,-9.3,-2.6,0,-1.2,-6.2,-4.5,1,Crude,19019.34
CRESC,14-27-001-13W2,,3/22/2017,78.3,0.599,26,2,823,-4.76,-2.8681,-9.3,-2.6,0,-1.2,-6.2,-4.5,1,Crude,21566.57
CRESC,07-07-006-15W2,,3/22/2017,78.1,2.903,2,2,870.9,-4.76,-2.8681,-9.3,-2.6,0,-1.2,-6.2,-4.5,1,Crude,6292.73
CRESC,04-05-007-33W1,,3/24/2017,83.6,1.234,22,4,841.2,-1.2,-2.8114,-4.2,0.3,0,1.1,-2.7,-0.5,1,Crude,2666.25
CRESC,02-16-010-02W2,,3/24/2017,91,1.8,3.4,4,851.8,-1.2,-2.8114,-4.2,0.3,0,1.1,-2.7,-0.5,1,Crude,335.488
CRESC,13-07-010-09W2,,3/26/2017,78.5,0.198,4.5,9,813.3,4.016666667,-1.6567,0.3,5.8,3.3,5.3,2.6,6.8,1,Crude,2573.55
CRESC,09-06-010-07W2,,3/26/2017,53.2,3.455,30.6,9,881.1,4.016666667,-1.6567,0.3,5.8,3.3,5.3,2.6,6.8,1,Crude,2101.77
CRESC,16-35-009-09W2,,3/26/2017,58.5,4.019,27,9,879.1,4.016666667,-1.6567,0.3,5.8,3.3,5.3,2.6,6.8,1,Crude,598.462
CRESC,13-29-008-07W2,,3/27/2017,89.6,0.165,28.2,-12,801.9,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,1,Crude,1638.67
CRESC,13-29-008-07W2,,3/27/2017,85.7,0.196,29.2,4,803.8,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,1,Crude,1638.67
CRESC,09-14-009-08W2,,3/27/2017,94.5,0.227,25.8,-12,805.9,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,1,Crude,214.578
CRESC,04-08-008-08W2,,3/27/2017,93.1,0.324,8.1,4,810.8,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,1,Crude,132627.41
CRESC,09-13-007-11W2,,3/27/2017,92.4,0.534,19.4,4,814.8,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,1,Crude,23623.54
CRESC,13-30-007-10W2,,3/27/2017,87.1,0.569,18.2,4,816.2,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,1,Crude,10867.9
CRESC,11-15-007-09W2,,3/27/2017,89.6,0.98,5.8,4,827.4,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,1,Crude,6514.04
CRESC,13-13-007-02W2,,3/27/2017,70.7,1.303,34.3,4,845.5,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,1,Crude,4661.34
SECUR ,08-28-005-33W1, REV,3/27/2017,79.6,0.989,4.3,4,845.8,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,1,Crude,106074.85
SECUR ,08-28-005-33W1, SALES,3/27/2017,96.8,1.182,9.7,4,833.4,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,1,Crude,106074.85
CRESC,14-13-001-05W2,,3/28/2017,80.1,0.575,3.9,12,823.2,1.22,0.6081,-0.1,2.1,0,1.8,1,1.3,1,Crude,20568.14
CRESC,05-14-003-01W2,,3/28/2017,79.9,0.807,19.1,12,824.8,1.22,0.6081,-0.1,2.1,0,1.8,1,1.3,1,Crude,2628.26
TORCO,11-25-005-06W2,,3/28/2017,67.6,1.115,27.8,12,843.7,1.22,0.6081,-0.1,2.1,0,1.8,1,1.3,1,Crude,1152.33
CRESC,01-21-001-14W2,,3/29/2017,91.5,0.22,14.2,16,843.7,5.466666667,2.069,-1.1,7.9,5.5,8.8,4.7,7,1,Crude,19019.34
CRESC,14-27-001-13W2,,3/29/2017,74.6,0.482,27.9,16,819.9,5.466666667,2.069,-1.1,7.9,5.5,8.8,4.7,7,1,Crude,21566.57
VENTU,16-36-004-06W2,,3/29/2017,60.1,1.048,29.1,16,843.9,5.466666667,2.069,-1.1,7.9,5.5,8.8,4.7,7,1,Crude,135.165
CRESC,07-07-006-15W2,,3/29/2017,73.3,2.519,19,16,866.2,5.466666667,2.069,-1.1,7.9,5.5,8.8,4.7,7,1,Crude,6292.73
ENERM,05-31-003-16W2,,3/29/2017,67.6,2.777,35.4,16,887.3,5.466666667,2.069,-1.1,7.9,5.5,8.8,4.7,7,1,Crude,5368.51
CRESC,06-01-007-01W2,,3/30/2017,75.7,1.059,26.2,14,843.4,7.333333333,3.091,3.4,10.2,5,10.2,5.9,9.3,1,Crude,2331.41
CRESC,08-33-005-03W2,,3/30/2017,75.5,1.067,21.1,14,841.1,7.333333333,3.091,3.4,10.2,5,10.2,5.9,9.3,1,Crude,1421.02
CRESC,04-33-006-01W2,,3/30/2017,59,1.157,18.5,14,846.6,7.333333333,3.091,3.4,10.2,5,10.2,5.9,9.3,1,Crude,940.253
CRESC,09-13-007-11W2,,4/3/2017,87.1,0.345,19.7,8,810.8,3.74,4.5395,-1.5,4.9,0,4.8,5.5,5,1,Crude,21198.93
CRESC,04-08-008-08W2,,4/3/2017,91.5,0.373,9.1,8,813.3,3.74,4.5395,-1.5,4.9,0,4.8,5.5,5,1,Crude,140792.68
CRESC,13-30-007-10W2,,4/3/2017,83.8,0.533,20.2,8,818.3,3.74,4.5395,-1.5,4.9,0,4.8,5.5,5,1,Crude,13068.54
CRESC,11-15-007-09W2,,4/3/2017,92,0.731,7.4,8,819.9,3.74,4.5395,-1.5,4.9,0,4.8,5.5,5,1,Crude,6439.65
CRESC,13-13-007-02W2,,4/3/2017,67.1,1.25,35.3,8,844.5,3.74,4.5395,-1.5,4.9,0,4.8,5.5,5,1,Crude,4080.25
SECUR ,08-28-005-33W1, REV,4/3/2017,75,1.092,9.7,8,842.8,3.74,4.5395,-1.5,4.9,0,4.8,5.5,5,1,Crude,111869.04
SECUR ,08-28-005-33W1, SALES,4/3/2017,89.5,1.208,13.2,8,838.1,3.74,4.5395,-1.5,4.9,0,4.8,5.5,5,1,Crude,111869.04
CRESC,14-13-001-05W2,,4/4/2017,80.6,0.521,6.5,6,820.9,4.033333333,4.9414,-1.6,4.1,6.5,4.4,6,4.8,1,Crude,19345.2
CRESC,05-14-003-01W2,,4/4/2017,66.2,0.717,28.4,6,829.4,4.033333333,4.9414,-1.6,4.1,6.5,4.4,6,4.8,1,Crude,3029.38
CRESC,14-27-001-13W2,,4/5/2017,74.4,0.465,19.4,9,819.9,2.25,4.4819,-2.9,3.4,3.5,3,3.7,2.8,1,Crude,23117.69
CRESC,07-07-006-15W2,,4/5/2017,69.1,2.543,19.5,9,870.8,2.25,4.4819,-2.9,3.4,3.5,3,3.7,2.8,1,Crude,6716.37
CRESC,16-24-004-01W2,,4/6/2017,78.9,0.581,13.7,12,824.5,4.76,4.1143,-1.6,7.6,0,7.7,5.3,4.8,1,Crude,112.955
CRESC,02-08-004-33W1,,4/6/2017,65.6,0.642,26.2,12,829.6,4.76,4.1143,-1.6,7.6,0,7.7,5.3,4.8,1,Crude,420.668
CRESC,08-36-003-34W1,,4/6/2017,63.1,1.136,24.9,12,847.5,4.76,4.1143,-1.6,7.6,0,7.7,5.3,4.8,1,Crude,3547.72
CRESC,07-25-009-08W2,,4/6/2017,53.2,3.69,26.1,9,881.1,4.76,4.1143,-1.6,7.6,0,7.7,5.3,4.8,1,Crude,317.094
CRESC,08-22-004-09W2,,4/9/2017,47.9,2.05,32.5,8,885.2,-0.28,5.2029,-2.1,0.6,0,-1,1.9,-0.8,1,Crude,797.853
CRESC,13-15-005-08W2,,4/9/2017,40.3,2.114,31.3,8,882.3,-0.28,5.2029,-2.1,0.6,0,-1,1.9,-0.8,1,Crude,543.571
CRESC,01-17-005-08W2,,4/9/2017,49.1,2.264,31.4,8,887.7,-0.28,5.2029,-2.1,0.6,0,-1,1.9,-0.8,1,Crude,1712.01
CRESC,01-04-007-09W2,,4/10/2017,67.5,0.304,13.4,6,816.2,-1.333333333,4.4781,-5.4,0.3,-0.3,-0.7,-0.6,-1.3,1,Crude,498.884
CRESC,04-08-008-08W2,,4/10/2017,90.6,0.415,8.2,6,812.7,-1.333333333,4.4781,-5.4,0.3,-0.3,-0.7,-0.6,-1.3,1,Crude,140792.68
CRESC,09-13-007-11W2,,4/10/2017,91.2,0.516,21.1,6,814.9,-1.333333333,4.4781,-5.4,0.3,-0.3,-0.7,-0.6,-1.3,1,Crude,21198.93
CRESC,11-15-007-09W2,,4/10/2017,89.9,0.791,7.1,6,819.7,-1.333333333,4.4781,-5.4,0.3,-0.3,-0.7,-0.6,-1.3,1,Crude,6439.65
CRESC,13-13-007-02W2,,4/10/2017,68.2,1.278,34.2,6,845.7,-1.333333333,4.4781,-5.4,0.3,-0.3,-0.7,-0.6,-1.3,1,Crude,4080.25
SECUR ,08-28-005-33W1, REV,4/10/2017,69.2,1.332,11.4,6,852.2,-1.333333333,4.4781,-5.4,0.3,-0.3,-0.7,-0.6,-1.3,1,Crude,111869.04
SECUR ,08-28-005-33W1, SALES,4/10/2017,93,1.042,10.7,6,832.5,-1.333333333,4.4781,-5.4,0.3,-0.3,-0.7,-0.6,-1.3,1,Crude,111869.04
CRESC,14-13-001-05W2,,4/11/2017,83.9,0.557,6.4,8,822.4,3.933333333,4.4638,-2,5.5,4.5,5.5,5.1,5,1,Crude,19345.2
CRESC,05-14-003-01W2,,4/11/2017,69,0.925,22.5,8,835.4,3.933333333,4.4638,-2,5.5,4.5,5.5,5.1,5,1,Crude,3029.38
CRESC,05-20-004-04W2,,4/11/2017,92.3,1.439,11.6,8,804.5,3.933333333,4.4638,-2,5.5,4.5,5.5,5.1,5,1,Crude,4145.75
CRESC,01-21-001-14W2,,4/12/2017,80.9,0.171,9.3,15,808.2,4.633333333,4.8043,-2.1,5.4,6,5.7,6.8,6,1,Crude,19811.16
CRESC,14-27-001-13W2,,4/12/2017,75,0.545,20.1,15,824.1,4.633333333,4.8043,-2.1,5.4,6,5.7,6.8,6,1,Crude,23117.69
CRESC,07-07-006-15W2,,4/12/2017,73.3,2.661,18.2,15,868.2,4.633333333,4.8043,-2.1,5.4,6,5.7,6.8,6,1,Crude,6716.37
CRESC,12-12-005-34W1,,4/14/2017,85.7,0.634,13.5,12,822.3,10.78333333,5.2486,6,9,14.3,7.6,15,12.8,1,Crude,158.818
CRESC,13-30-007-10W2,,4/14/2017,82,0.766,19.5,12,824.1,10.78333333,5.2486,6,9,14.3,7.6,15,12.8,1,Crude,13068.54
CRESC,11-16-005-04W2,,4/14/2017,61.2,1.352,29.9,12,850.6,10.78333333,5.2486,6,9,14.3,7.6,15,12.8,1,Crude,3019.73
CRESC,08-14-004-07W2,,4/14/2017,53.4,1.522,34.6,12,866.4,10.78333333,5.2486,6,9,14.3,7.6,15,12.8,1,Crude,909.478
SECUR ,08-28-005-33W1, REV,4/18/2017,74.7,1.218,8.9,7,842.6,4.8,4.1719,2.4,5.8,4.3,5.5,5,5.8,1,Crude,111869.04
SECUR ,08-28-005-33W1, SALES,4/18/2017,99.6,0.958,11.8,7,823.4,4.8,4.1719,2.4,5.8,4.3,5.5,5,5.8,1,Crude,111869.04
CRESC,01-21-001-14W2,,4/19/2017,85.3,0.358,15.3,8,808.8,5.666666667,4.3195,0.2,8.2,6,7.2,5.4,7,1,Crude,19811.16
CRESC,04-08-008-08W2,,4/19/2017,89.9,0.387,10,8,814.1,5.666666667,4.3195,0.2,8.2,6,7.2,5.4,7,1,Crude,140792.68
CRESC,09-13-007-11W2,,4/19/2017,88.7,0.495,19.2,8,814.5,5.666666667,4.3195,0.2,8.2,6,7.2,5.4,7,1,Crude,21198.93
CRESC,11-15-007-09W2,,4/19/2017,92.1,0.597,10.2,8,813.4,5.666666667,4.3195,0.2,8.2,6,7.2,5.4,7,1,Crude,6439.65
CRESC,13-30-007-10W2,,4/19/2017,85,0.744,19.9,8,824,5.666666667,4.3195,0.2,8.2,6,7.2,5.4,7,1,Crude,13068.54
CRESC,13-13-007-02W2,,4/19/2017,67.3,1.192,34,8,843.5,5.666666667,4.3195,0.2,8.2,6,7.2,5.4,7,1,Crude,4080.25
SPAEN,11-12-006-15W2,,4/19/2017,73.1,2.356,33.7,8,871.5,5.666666667,4.3195,0.2,8.2,6,7.2,5.4,7,1,Crude,7160.77
CRESC,07-07-006-15W2,,4/19/2017,68.6,2.507,20.2,8,869,5.666666667,4.3195,0.2,8.2,6,7.2,5.4,7,1,Crude,6716.37
ENERM,04-24-005-15W2,,4/19/2017,62,2.768,25.9,8,893.9,5.666666667,4.3195,0.2,8.2,6,7.2,5.4,7,1,Crude,1179.2
CRESC,14-13-001-05W2,,4/20/2017,82,0.525,7.3,16,822.4,8.216666667,4.2333,5.2,9.1,9.3,8.8,8.1,8.8,1,Crude,19345.2
CRESC,05-14-003-01W2,,4/20/2017,89.4,0.854,19.5,16,813.5,8.216666667,4.2333,5.2,9.1,9.3,8.8,8.1,8.8,1,Crude,3029.38
CRESC,05-20-004-04W2,,4/20/2017,69.1,1.817,7.9,16,844.7,8.216666667,4.2333,5.2,9.1,9.3,8.8,8.1,8.8,1,Crude,4145.75
CRESC,07-24-006-15W2,,4/21/2017,78.6,2.177,29.5,15,869.9,7.74,3.7986,2,9,0,9.1,9.1,9.5,1,Crude,1635.16
CRESC,09-34-005-15W2,,4/21/2017,70.8,2.223,33.8,15,876.9,7.74,3.7986,2,9,0,9.1,9.1,9.5,1,Crude,1109.46
CRESC,12-30-006-15W2,,4/21/2017,67.4,2.845,34.4,15,886.2,7.74,3.7986,2,9,0,9.1,9.1,9.5,1,Crude,4754.59
CRESC,09-13-007-11W2,,4/24/2017,87.9,0.546,16,-1,815.7,-1.866666667,4.211,-3,-1.5,-2.3,-1.3,-0.8,-2.3,1,Crude,21198.93
CRESC,04-08-008-08W2,,4/24/2017,90.6,0.622,8,-1,821.6,-1.866666667,4.211,-3,-1.5,-2.3,-1.3,-0.8,-2.3,1,Crude,140792.68
CRESC,11-15-007-09W2,,4/24/2017,93.2,0.734,5.6,-1,820.5,-1.866666667,4.211,-3,-1.5,-2.3,-1.3,-0.8,-2.3,1,Crude,6439.65
CRESC,13-30-007-10W2,,4/24/2017,89.5,0.752,17,-1,823.4,-1.866666667,4.211,-3,-1.5,-2.3,-1.3,-0.8,-2.3,1,Crude,13068.54
LANSING,WATFORD CITY,317181,2/18/2017,106.7,0,5,3,657.8,-1.216666667,-1.6714,-5.9,-1.6,-1,-0.6,-0.2,2,0,C5+,37.74
TESORO,ROBINSON LAKE     ,317190,2/18/2017,107.8,0,7,3,662.7,-1.216666667,-1.6714,-5.9,-1.6,-1,-0.6,-0.2,2,0,C5+,34.96
CENTENNIAL ,HIGHLAND BAKKEN ,317176,2/18/2017,107.7,0,11,3,656,-1.216666667,-1.6714,-5.9,-1.6,-1,-0.6,-0.2,2,0,C5+,38.23
CENTENNIAL ,HIGHLAND BAKKEN ,317332,2/19/2017,108.7,0,8,2,658,-0.35,-0.85,-1,-0.1,-0.8,-0.4,0.2,0,0,C5+,37.91
NGL ,TIOGA,317326,2/19/2017,93,0,7,3,663.5,-0.35,-0.85,-1,-0.1,-0.8,-0.4,0.2,0,0,C5+,33.69
LANSING,WATFORD CITY,317900,2/23/2017,110.5,0,1,-8,657.13,-4.55,-0.4167,-6.3,-3.5,-4.5,-3.4,-3.6,-6,0,C5+,40.97
NGL ,BELFIELD,317887,2/23/2017,94.6,0,1,-8,672.3,-4.55,-0.4167,-6.3,-3.5,-4.5,-3.4,-3.6,-6,0,C5+,33.84
CENTENNIAL ,HIGHLAND BAKKEN ,317891,2/23/2017,109.2,0,5.6,-8,656.7,-4.55,-0.4167,-6.3,-3.5,-4.5,-3.4,-3.6,-6,0,C5+,38.31
NGL ,TIOGA,318117,2/25/2017,94.8,0,-1.8,-13,666.84,-12.98333333,-3.6429,-19.2,-11.9,-10,-11.3,-13.5,-12,0,C5+,33.7
NGL ,ROBINSON LAKE     ,318309,2/26/2017,104.1,0,-2.3,-15,667,-13.01666667,-5.4524,-19.2,-10.4,-12.3,-9.4,-14.5,-12.3,0,C5+,35.06
LANSING,WATFORD CITY,319320,3/5/2017,107.2,0,6.9,4,657.4,-0.583333333,-10.0586,-2.4,-0.5,-1.8,1.1,-0.7,0.8,0,C5+,38.52
CENTENNIAL ,HIGHLAND BAKKEN ,319340,3/5/2017,106.3,0,13.9,4,654.3,-0.583333333,-10.0586,-2.4,-0.5,-1.8,1.1,-0.7,0.8,0,C5+,38.26
NGL ,TIOGA,319308,3/5/2017,94.3,0,12.7,4,659.1,-0.583333333,-10.0586,-2.4,-0.5,-1.8,1.1,-0.7,0.8,0,C5+,33.22
LANSING,WATFORD CITY,320008,3/11/2017,104.1,0,,-17,660.9,-18.36666667,-13.7524,-19.9,-18.1,-18.5,-17.6,-18.1,-18,0,C5+,36.34
CENTENNIAL ,HIGHLAND BAKKEN ,320034,3/11/2017,119.5,0,6.65,-17,661.94,-18.36666667,-13.7524,-19.9,-18.1,-18.5,-17.6,-18.1,-18,0,C5+,37.26
NGL ,TIOGA,320005,3/11/2017,96.5,0,6.2,-17,666.59,-18.36666667,-13.7524,-19.9,-18.1,-18.5,-17.6,-18.1,-18,0,C5+,32.91
TESORO,BELFIELD,320013,3/11/2017,96.7,0,12.17,-17,673.33,-18.36666667,-13.7524,-19.9,-18.1,-18.5,-17.6,-18.1,-18,0,C5+,42.58
LANSING,WATFORD CITY,321043,3/18/2017,105.9,0,3.7,-4,666,-2.016666667,-7.7233,-6.5,-0.3,-2.8,2.2,-4.7,0,0,C5+,35.5
CENTENNIAL ,HIGHLAND BAKKEN ,321006,3/18/2017,109.3,0,7,-4,657.01,-2.016666667,-7.7233,-6.5,-0.3,-2.8,2.2,-4.7,0,0,C5+,37.87
NGL ,TIOGA,321041,3/18/2017,93.73,0,9.1,-4,662.3,-2.016666667,-7.7233,-6.5,-0.3,-2.8,2.2,-4.7,0,0,C5+,33.43
TESORO,ROBINSON LAKE     ,321128,3/19/2017,99.25,0,5.9,4,665.2,2.083333333,-4.8995,-2.8,4.1,2,3.7,1.7,3.8,0,C5+,36.29
TESORO,BELFIELD,321137,3/19/2017,92.8,0,4.8,4,658,2.083333333,-4.8995,-2.8,4.1,2,3.7,1.7,3.8,0,C5+,36.14
LANSING,WATFORD CITY,321941,3/24/2017,108.9,0,4,3,653.7,-1.2,-2.8114,-4.2,0.3,0,1.1,-2.7,-0.5,0,C5+,41.3
CENTENNIAL ,HIGHLAND BAKKEN ,321948,3/24/2017,110.5,0,6,3,655.9,-1.2,-2.8114,-4.2,0.3,0,1.1,-2.7,-0.5,0,C5+,38.21
NGL ,TIOGA,321940,3/24/2017,94.2,0,7,3,663.6,-1.2,-2.8114,-4.2,0.3,0,1.1,-2.7,-0.5,0,C5+,33.24
TESORO,BELFIELD,322028,3/25/2017,94.7,0,5,2,655.7,4.133333333,-1.9329,0,7.7,3,8.1,0.7,5.3,0,C5+,35.79
LANSING,WATFORD CITY,322428,3/27/2017,106,0,10,4,657.5,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,0,C5+,33.55
NGL ,TIOGA,322423,3/27/2017,95,0,13.4,4,660.8,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,0,C5+,32.63
CENTENNIAL ,LITTLE KNIFE,322565,3/27/2017,103.8,0,,4,646.4,0.666666667,-1.0567,-4.1,3,1.3,3.3,-0.3,0.8,0,C5+,38.29
CENTENNIAL ,HIGHLAND BAKKEN ,322561,3/28/2017,106.2,0,10.07,12,659.05,1.22,0.6081,-0.1,2.1,0,1.8,1,1.3,0,C5+,38.24
TESORO,ROBINSON LAKE     ,322567,3/28/2017,98.2,0,3.05,12,664.31,1.22,0.6081,-0.1,2.1,0,1.8,1,1.3,0,C5+,36.16
CENTENNIAL ,PALERMO,323322,4/2/2017,106.1,0,10.5,14,650.5,6.633333333,4.1005,2,6.9,8.3,6.9,7.7,8,0,C5+,39.01
CENTENNIAL ,HIGHLAND BAKKEN ,323833,4/5/2017,107.8,0,13,12,653.6,2.25,4.4819,-2.9,3.4,3.5,3,3.7,2.8,0,C5+,37.66
LANSING,WATFORD CITY,324139,4/7/2017,104.5,0,16,12,661.2,11.73333333,5.469,4.9,14.7,11.3,15.2,11,13.3,0,C5+,32.75
TESORO,ROBINSON LAKE     ,324145,4/7/2017,100.7,0,17,12,659.5,11.73333333,5.469,4.9,14.7,11.3,15.2,11,13.3,0,C5+,34.62
NGL ,TIOGA,324135,4/7/2017,94,0,18,12,658.7,11.73333333,5.469,4.9,14.7,11.3,15.2,11,13.3,0,C5+,30.01
CENTENNIAL ,LITTLE KNIFE,324274,4/8/2017,108.4,0,20,16,665.9,10.18333333,6.1905,4.5,9.2,13,9.7,12.2,12.5,0,C5+,37.72
CENTENNIAL ,PALERMO,324437,4/9/2017,108.4,0,10,3,656.7,-0.28,5.2029,-2.1,0.6,0,-1,1.9,-0.8,0,C5+,38.01
CENTENNIAL ,PALERMO,324725,4/11/2017,110.5,0,5.9,5,658.8,3.933333333,4.4638,-2,5.5,4.5,5.5,5.1,5,0,C5+,38.19
CENTENNIAL ,HIGHLAND BAKKEN ,324829,4/12/2017,104.4,0,,15,641.5,4.633333333,4.8043,-2.1,5.4,6,5.7,6.8,6,0,C5+,37.39
NGL ,TIOGA,324933,4/12/2017,95.2,0,16.3,15,661.6,4.633333333,4.8043,-2.1,5.4,6,5.7,6.8,6,0,C5+,30.13
TESORO,ROBINSON LAKE     ,324930,4/12/2017,101.2,0,12.9,15,657,4.633333333,4.8043,-2.1,5.4,6,5.7,6.8,6,0,C5+,34.02
KINDER MORGAN ,WATFORD CITY,324923,4/12/2017,95.9,0,10.21,15,665.93,4.633333333,4.8043,-2.1,5.4,6,5.7,6.8,6,0,C5+,29.12
CENTENNIAL ,PALERMO,325467,4/15/2017,107.8,0,13,6,630.2,5.533333333,4.5843,1.2,4.8,6,6.4,8.5,6.3,0,C5+,38.96
NGL ,REDWING,325363,4/15/2017,110.25,0,11.1,6,658.8,5.533333333,4.5843,1.2,4.8,6,6.4,8.5,6.3,0,C5+,32.43
CENTENNIAL ,PALERMO,326122,4/19/2017,106.8,0,12,8,658.2,5.666666667,4.3195,0.2,8.2,6,7.2,5.4,7,0,C5+,40.29
TESORO ,ROBINSON LAKE     ,326523,4/22/2017,100.8,0,10,4,663.1,4.24,3.6138,1.2,5.4,0,6.1,4.2,4.3,0,C5+,41.67
LANSING ,WATFORD CITY,326589,4/22/2017,102.7,0,11,4,662.1,4.24,3.6138,1.2,5.4,0,6.1,4.2,4.3,0,C5+,33.21
NGL ,TIOGA,326748,4/23/2017,95.7,0,,5,673.8,0.68,4.1181,-1.7,1.4,0,1.3,0.9,1.5,0,C5+,33.86
TESORO ,ROBINSON LAKE     ,327185,4/26/2017,101.9,0,4.5,14,663.6,0.116666667,2.7943,-5.9,1.3,1.8,0.7,2,0.8,0,C5+,42.7
CENTENNIAL ,PALERMO,327211,4/26/2017,109.3,0,8.7,14,647.8,0.116666667,2.7943,-5.9,1.3,1.8,0.7,2,0.8,0,C5+,35.91
KINDER MORGAN ,WATFORD CITY,327178,4/26/2017,102.7,0,4.5,14,658.9,0.116666667,2.7943,-5.9,1.3,1.8,0.7,2,0.8,0,C5+,28.83
NGL ,TIOGA,327524,4/28/2017,95.4,0,18.02,15,657.7,3.766666667,1.2414,-2.4,5.4,4.8,5,4.8,5,0,C5+,29.92
NGL ,TIOGA,328346,5/3/2017,94.4,0,19.4,14,658.8,8.416666667,6.7838,2.8,9,10,9.4,10,9.3,0,C5+,30.48
